sample_id,project_name,report_section,applicable_object,pollutant_or_item,standard_name,standard_code,applicable_clause_or_table,limit_or_requirement,original_text,suggested_workflow,note
S08,佛山市顺德区誉智制造有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,臭气浓度,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表9；表1；表3,"4m；20无量纲；6m；20m；浓度；达到《合成树脂工业污染物排放标准》（GB31572-2015）表9排放限值要求（≤4mg/m）；浓度无组织排放能够达到臭气浓度执行《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准（臭气浓度≤20无量纲）；达到广东省地方标准《固定污染源挥发性有机物综合排放标准》的（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m,监控点处任意一次浓度值≤20mg/m）","## 五、环境保护措施监督检查清单 | 注塑 | NMHC、臭气浓度 | 加强车间通风 | NMHC的无组织排放能够达到《合成树脂工业污染物排放标准》（GB31572-2015）表9排放限值要求（≤4mg/m）；臭气浓度无组织排放能够达到臭气浓度执行《恶臭污染物排放标准》（GB14554-93）中表1中新改扩建项目厂界二级标准（臭气浓度≤20无量纲）；厂区内 NMHC 能够达到广东省地方标准《固定污染源挥发性有机物综合排放标准》的（DB44 2367-2022）表3规定的限值要求（监控点处1h平均浓度值≤6mg/m,监控点处任意一次浓度值≤20mg/m）。",8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S08,佛山市顺德区誉智制造有限公司新建项目,五、环境保护措施监督检查清单,厂界废气/噪声,噪声,工业企业厂界环境噪声排放标准,GB12348-2008,,3类；65dB(A)；≤65dB(A)）,## 五、环境保护措施监督检查清单 | 声环境 | 生产设备运转 | 机械噪声 | 隔声、减震、距离衰减等综合措施 | 《工业企业厂界环境噪声排放标准》（GB12348-2008）的3类标准（昼间≤65dB(A)）,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-3 运营期废气污染源监测计划一览表,有组织废气/排气筒,非甲烷总烃,合成树脂工业污染物排放标准,GB31572-2015,表4-3；表4,限值,表 4-3 运营期废气污染源监测计划一览表 | 1 | 排气筒G1 | 非甲烷总烃 | 1次/半年 | 《合成树脂工业污染物排放标准》（GB31572-2015（含2024年修改单））中表4规定的大气污染物排放限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-3 运营期废气污染源监测计划一览表,有组织废气/排气筒,非甲烷总烃,工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准,GB31572-2015,表1；表2；表9,>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年；浓度限值,owspan=3 colspan=1>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年 广东省关于贯彻落实《工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-3 运营期废气污染源监测计划一览表,有组织废气/排气筒,NMHC,工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准,GB31572-2015,表1；表2；表9,>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年；浓度限值,owspan=3 colspan=1>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年 广东省关于贯彻落实《工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-3 运营期废气污染源监测计划一览表,有组织废气/排气筒,TVOC,工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准,GB31572-2015,表1；表2；表9,>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年；浓度限值,owspan=3 colspan=1>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年 广东省关于贯彻落实《工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-3 运营期废气污染源监测计划一览表,有组织废气/排气筒,颗粒物,工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准,GB31572-2015,表1；表2；表9,>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年；浓度限值,owspan=3 colspan=1>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年 广东省关于贯彻落实《工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-3 运营期废气污染源监测计划一览表,有组织废气/排气筒,臭气浓度,工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准,GB31572-2015,表1；表2；表9,>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年；浓度限值,owspan=3 colspan=1>4 排气筒G4 TVOC/NMHC 1次/年 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表1挥发性有机物NMHC 排放限值 臭气浓度 1次/年 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 1次/年 广东省关于贯彻落实《工业炉窑大气污染综合 | 非甲烷总烃 | 1次/年 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-39 厂界环境噪声监测计划,厂界废气/噪声,噪声,工业企业厂界环境噪声排放标准,GB12348-2008,表4-39,3类,表 4-39 厂界环境噪声监测计划 | 东侧、南侧、西侧、北侧厂界 | Leq (A) | 昼间、夜间 | 1次/季度 | 《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,表 4-39 厂界环境噪声监测计划,厂界废气/噪声,Leq,工业企业厂界环境噪声排放标准,GB12348-2008,表4-39,3类,表 4-39 厂界环境噪声监测计划 | 东侧、南侧、西侧、北侧厂界 | Leq (A) | 昼间、夜间 | 1次/季度 | 《工业企业厂界环境噪声排放标准》（GB12348-2008）中的3类标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,五、环境保护措施监督检查清单,有组织废气/排气筒,非甲烷总烃,合成树脂工业污染物排放标准,GB31572-2015,表4,15m；限值,## 五、环境保护措施监督检查清单 | 大气环境 | G1废气排放口/热熔、注塑废气 | 非甲烷总烃 | 建设单位拟于注塑机上方设置集气罩，集气罩外围安装软帘形成局部围闭，加强收集效率，通过“活性炭吸附”装置处理后引至15m排气筒G1高空排放 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024年修改单））中表4规定的大气污染物排放限值,17/18/19相关废气治理工作流,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,VOCs,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表1；表2；第二；表3,限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/；限值,中表1挥发性有机物排放限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段 | 厂区内VOCs | 保持门窗关闭 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中表3厂区内VOCs无组织排放限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,五、环境保护措施监督检查清单,无组织废气,非甲烷总烃,合成树脂工业污染物排放标准,GB31572-2015,表1；表2；第二；表9,限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/；浓度限值,中表1挥发性有机物排放限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段 | 厂界非甲烷总烃 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024 年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,五、环境保护措施监督检查清单,无组织废气,颗粒物,合成树脂工业污染物排放标准,GB31572-2015,表1；表2；第二；表9,限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/；浓度限值,中表1挥发性有机物排放限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段 | 厂界非甲烷总烃 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024 年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S09,佛山市顺德区鸿铁电器器业有限公司新建项目,五、环境保护措施监督检查清单,无组织废气,臭气浓度,合成树脂工业污染物排放标准,GB31572-2015,表1；表2；第二；表9,限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/；浓度限值,中表1挥发性有机物排放限值 臭气浓度 《恶臭污染物排放标准》（GB14554-1993）表2恶臭污染物排放标准值 颗粒物 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段二级标准 无组织 精车加工、机加工、抛光 颗粒物 保持门窗关闭 广东省地方标准《大气污染物排放限值》（DB44/27-2001)第二时段 | 厂界非甲烷总烃 | 《合成树脂工业污染物排放标准》（GB31572-2015（含 2024 年修改单））中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,NMHC,恶臭污染物排放标准,GB14554-93,表5；表2；表9,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；浓度限值,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 31572—2015，含 2024 年修改单）中表9 企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,NMHC,恶臭污染物排放标准,GB14554-93,表5；表2；表1,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；浓度；标准值二级新扩改建限值,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 臭气浓度 | 一年一次 | 《恶臭污染物排放标准》（GB14554-93）表1恶臭污染物厂界标准值二级新扩改建限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,NMHC,恶臭污染物排放标准,GB14554-93,表5；表2；表9,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；浓度限值,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 颗粒物 | 一年一次 | 《合成树脂工业污染物排放标准》（GB31572-2015，含 2024年修改单）中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,颗粒物,恶臭污染物排放标准,GB14554-93,表5；表2；表9,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；浓度限值,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 颗粒物 | 一年一次 | 《合成树脂工业污染物排放标准》（GB31572-2015，含 2024年修改单）中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,NMHC,恶臭污染物排放标准,GB14554-93,表5；表2；表3,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；限值的标准,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 3 | 厂区内 | NMHC | 一年一次 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中的表3厂区内VOCs无组织排放限值的标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,VOCs,恶臭污染物排放标准,GB14554-93,表5；表2；表3,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；限值的标准,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 3 | 厂区内 | NMHC | 一年一次 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中的表3厂区内VOCs无组织排放限值的标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,NMHC,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表5；表2；表3,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；限值的标准,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 3 | 厂区内 | NMHC | 一年一次 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中的表3厂区内VOCs无组织排放限值的标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,VOCs,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表5；表2；表3,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；限值的标准,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 3 | 厂区内 | NMHC | 一年一次 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中的表3厂区内VOCs无组织排放限值的标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,表 4-8 项目废气自行监测要求一览表,有组织废气/排气筒,臭气浓度,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表5；表2；表3,限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB；限值的标准,筒DA001 NMHC 半年一次 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表5规定的大气污染物特别排放限值 臭气浓度 一年一次 《恶臭污染物排放标准》（GB14554-93）中表2恶臭污染物排放标准值 2 厂界 NMHC 一年一次 《合成树脂工业污染物排放标准》（GB | 3 | 厂区内 | NMHC | 一年一次 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）中的表3厂区内VOCs无组织排放限值的标准,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,五、环境保护措施监督检查清单,无组织废气,非甲烷总烃,合成树脂工业污染物排放标准,GB31572-2015,表9,浓度限值,## 五、环境保护措施监督检查清单 | 厂界无组织 | 非甲烷总烃 | 加强车间通风 | 《合成树脂工业污染物排放标准》（GB31572—2015，含 2024年修改单）中表9 企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,五、环境保护措施监督检查清单,适用对象待核查,颗粒物,合成树脂工业污染物排放标准,GB31572-2015,表9,浓度限值,## 五、环境保护措施监督检查清单 | 颗粒物 | 《合成树脂工业污染物排放标准》（GB31572-2015，含2024年修改单）中表9企业边界大气污染物浓度限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,非甲烷总烃,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表3,限值,## 五、环境保护措施监督检查清单 | 厂区内无组织 | 非甲烷总烃 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）表3厂区内 VOCs无组织排放限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
S10,佛山市彩特新材有限公司新建项目,五、环境保护措施监督检查清单,厂区内无组织废气,VOCs,固定污染源挥发性有机物综合排放标准,DB44/2367-2022,表3,限值,## 五、环境保护措施监督检查清单 | 厂区内无组织 | 非甲烷总烃 | 广东省地方标准《固定污染源挥发性有机物综合排放标准》（DB44/2367-2022）表3厂区内 VOCs无组织排放限值,8-污染物排放标准内容判断,报告原文重抽命中，但checked主库未匹配到等价条款，需人工复核
