序号与项目,检查点,原文关键词,解析关键词,原文短证据,解析短证据,Codex预检,人工结论,人工意见
101_广东顺德铁夫汽车配件有限公司迁扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,...... - 41 - 五、环境保护措施监督检查清单 ...............................................,...... - 41 - 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,部制 1 一、建设项目基本情况 建设项目名称 佛山市顺腾丰家具配件有限公司新建项目 项目代码 无 建设单位联系人 联系方式 建设地点 佛山市顺德区均安镇,2页 1 一、建设项目基本情况 建设项目名称 佛山市顺腾丰家具配件有限公司新建项目 项目代码 无 建设单位联系人 联系方式 建设地点 佛山市顺德区均安镇,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,产品与产量,主要产品、年产,主要产品、年产,从事塑料仿藤、家具绳的生产销售，年产塑料仿藤 118t、家具绳 80t。 2、本项目建设内容组成 项目租赁已建成厂房进行生产，该厂房主要包括生产车间、办,从事塑料仿藤、家具绳的生产销售，年产塑料仿藤 118t、家具绳 80t。 2、本项目建设内容组成 项目租赁已建成厂房进行生产，该厂房主要包括生产车间、办,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、辅料,主要原辅材料、原辅材料、辅料, VOCs 含量、低反应活性的 原辅材料替代，将全面使用低 VOCs 含 量原辅材料的企业纳入正面清单和政府 绿色采购清单。鼓励重点行业企业开展 生产工, VOCs 含量、低反应活性的 原辅材料替代，将全面使用低 VOCs 含 量原辅材料的企业纳入正面清单和政府 绿色采购清单。鼓励重点行业企业开展 生产工,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,生产设备,设备名称、生产设施、设备一览,设备名称、生产设施、设备一览, 2-2 项目主要设备占地面积 设备名称 数量 尺寸 设备占地面积 设备所在区域面积 挤出线 12 条 10m×1.5m 180m2 挤出区 205m2, 2-2 项目主要设备占地面积 设备名称 数量 尺寸 设备占地面积 设备所在区域面积 挤出线 12 条 10m×1.5m 180m2 挤出区 205m2,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,采购清单。鼓励重点行业企业开展 生产工艺和设备水性化改造，推广使用 本项目使用的物料不 属于禁止使用的高 VOCs 含量原辅材料， 符合政策要求。建设 ,采购清单。鼓励重点行业企业开展 生产工艺和设备水性化改造，推广使用 本项目使用的物料不 属于禁止使用的高 VOCs 含量原辅材料， 符合政策要求。建设 ,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,的 1#排 气筒引至高空排放， 收集效率为 50%、处 理效率为 50%； 符 合 5.2 持续推进挥发性有机物（VOCs）综合治 理：实施低 VOCs,的 1#排 气筒引至高空排放， 收集效率为 50%、处 理效率为 50%； 符 合 5.2 持续推进挥发性有机物（VOCs）综合治 理：实施低 VOCs,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,闭，卸 料废气应排至 VOCs 废气收集处理系统； 无法密闭的，应采取局部气体收集措施， 废气应排至 VOCs 废气收集处理系统 项目使用的原料常温 下,闭，卸 料废气应排至 VOCs 废气收集处理系统； 无法密闭的，应采取局部气体收集措施， 废气应排至 VOCs 废气收集处理系统 项目使用的原料常温 下,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,险防控 区域。项目生产过程产生的危险废物分类收集后定期交由具有危废 处置资质的公司处理，并通过信息系统登记转移计划和电子转移联 单，符合危险废物全过程跟,险防控 区域。项目生产过程产生的危险废物分类收集后定期交由具有危废 处置资质的公司处理，并通过信息系统登记转移计划和电子转移联 单，符合危险废物全过程跟,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,做好重点行业建设项目挥发性有机物总量指标 管理工作的通知》（粤环发【2019】2 号） 1.1 各地应当按照“最优的设计、先进的设 备、最严的管理”要求,做好重点行业建设项目挥发性有机物总量指标 管理工作的通知》（粤环发【2019】2 号） 1.1 各地应当按照“最优的设计、先进的设 备、最严的管理”要求,关键词已对应，待人工核验数值与字段归属,,
102_佛山市顺腾丰家具配件有限公司新建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,展电磁辐射影响评价。 49 五、环境保护措施监督检查清单 内容 要素 排放口（编 号、名称）/ 污染源 污染物项 目 环境保护措施 执行标准 大气环境 ,影响评价。 第50页 49 五、环境保护措施监督检查清单 内容 要素 排放口（编 号、名称）/ 污染源 污染物项 目 环境保护措施 执行标准 大气环境 ,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,报告 1 一、建设项目基本情况 建设项目名称 广东顺德优线三维科技有限公司迁扩建项目 项目代码 无 建设单位联系人 潘** 联系方式 13******3,5页 1 一、建设项目基本情况 建设项目名称 广东顺德优线三维科技有限公司迁扩建项目 项目代码 无 建设单位联系人 潘** 联系方式 13******3,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,产品与产量,主要产品、产品名称、年产,主要产品、产品名称、年产, 打印耗 材的产销，迁扩建前项目年产 3D 打印耗材 100 万卷。 现为提升产品质量，提高企业市场竞争力，建设单位拟于广东省佛山市顺德区大良 街道红岗, 打印耗 材的产销，迁扩建前项目年产 3D 打印耗材 100 万卷。 现为提升产品质量，提高企业市场竞争力，建设单位拟于广东省佛山市顺德区大良 街道红岗,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、辅料,主要原辅材料、原辅材料、辅料,用的物料均不属于高 挥发性有机物原辅材料，符合 政策要求。 符合 1.2 第四十五条 产生含挥发性有机物废气 的生产和服务活动，应当在密闭空间或 者设备,用的物料均不属于高 挥发性有机物原辅材料，符合 政策要求。 符合 1.2 第四十五条 产生含挥发性有机物废气 的生产和服务活动，应当在密闭空间或 者设备,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,度不高于相应 的排放限值；车间或生产设施排气中 NMHC 初始排放速率≥3kg/h 时，建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排,度不高于相应 的排放限值；车间或生产设施排气中 NMHC 初始排放速率≥3kg/h 时，建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节, 4.6 VOCs 治理设施应与生产工艺设备同步 运行，VOCs 治理设施发生故障或检修 时，对应的生产工艺设备应停止运行， 待检修完毕后同步投入使用；, 4.6 VOCs 治理设施应与生产工艺设备同步 运行，VOCs 治理设施发生故障或检修 时，对应的生产工艺设备应停止运行， 待检修完毕后同步投入使用；,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量, 时，建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排放监控点 NMHC 的小 时平均浓度值不超过 6 mg/m3，任意一 次浓度值不超, 时，建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排放监控点 NMHC 的小 时平均浓度值不超过 6 mg/m3，任意一 次浓度值不超,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,热熔注塑废气经 整室收集，通过“活性炭吸附” 装置处理后引至 26m 排气筒 G1 高空排放。 符合 3 2、《广东省大气污染防治条例》（2022 年修,热熔注塑废气经 整室收集，通过“活性炭吸附” 装置处理后引至 26m 排气筒 G1 高空排放。 符合 第7页 3 2、《广东省大气污染防治条例》（202,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,理方资质佐证材料。 企业严格执行危险废物转移 计划报批、依法建立危险废物 转移联单，并通过信息系统登 记转移计划和电子转移联单。 符合 4.8 建立废气,理方资质佐证材料。 企业严格执行危险废物转移 计划报批、依法建立危险废物 转移联单，并通过信息系统登 记转移计划和电子转移联单。 符合 4.8 建立废气,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,高于《合成革与人造革工业污染物 排放标准》（GB21902-2008）排放限值， 若国家和我省出台并实施适用于塑料 制品制造业的大气污染物排放标准，则 ,高于《合成革与人造革工业污染物 排放标准》（GB21902-2008）排放限值， 若国家和我省出台并实施适用于塑料 制品制造业的大气污染物排放标准，则 ,关键词已对应，待人工核验数值与字段归属,,
103_广东顺德优线三维科技有限公司迁扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 45 五、环境保护措施监督检查清单 ...............................................,.......... 45 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,项目基本情况,建设地点、总投资、环保投资,建设地点、总投资、环保投资,联系方式 139******* 建设地点 佛山市顺德区容桂街道华口社区华发路 33 号领潮制造园 11 栋 201 室 地理坐标 E 113 度 19 ,联系方式 139******* 建设地点 佛山市顺德区容桂街道华口社区华发路 33 号领潮制造园 11 栋 201 室 地理坐标 E 113 度 19 ,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,产品与产量,产品方案、年产,产品方案、年产,于 一般固体废物的临时存放 2、产品方案及规模 项目主要从事灯罩、灯体的加工生产。项目产品产量见下表。 表 2-2 项目产品产量一览表 类别 名称 单位,于 一般固体废物的临时存放 2、产品方案及规模 项目主要从事灯罩、灯体的加工生产。项目产品产量见下表。 表 2-2 项目产品产量一览表 类别 名称 单位,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,原辅材料,主要原辅材料、原辅材料,主要原辅材料、原辅材料,清洗剂、胶 黏剂等高挥发性有机物原辅材料项目，鼓 励现有该类项目搬迁退出。 项目不属于储油库项目， 不产生有毒有害大气污染 物，不使用溶剂型油墨、 涂料,清洗剂、胶 黏剂等高挥发性有机物原辅材料项目，鼓 励现有该类项目搬迁退出。 项目不属于储油库项目， 不产生有毒有害大气污染 物，不使用溶剂型油墨、 涂料,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,生产设备,设备名称、生产设施,设备名称、生产设施,8t/a 3、项目主要生产工艺、生产设施 17 项目主要生产工艺、生产设施见表 2-3。 表 2-3 项目生产工艺、生产设施一览表 序号 设备名称 单 ,8t/a 3、项目主要生产工艺、生产设施 第21页 17 项目主要生产工艺、生产设施见表 2-3。 表 2-3 项目生产工艺、生产设施一览表 序号 设备,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,的生 产工艺升级改造，推行自动化生产工艺， 对达不到要求的 VOCs 收集及治理设施进 行整治提升，逐步淘汰低效 VOCs 治理设 施。 项目不使用高 ,的生 产工艺升级改造，推行自动化生产工艺， 对达不到要求的 VOCs 收集及治理设施进 行整治提升，逐步淘汰低效 VOCs 治理设 施。 项目不使用高 ,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,时， 建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排放监控点 NMHC 的小时平 均浓度值不超过 6mg/m3，任意一次浓度值 不超过,时， 建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排放监控点 NMHC 的小时平 均浓度值不超过 6mg/m3，任意一次浓度值 不超过,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭, 排放至容桂第二污水处理厂。生产废气收集后经“两级活性炭吸附”处理后 引至高空排放，不产生和排放有毒有害大气污染物项目，符合环境准入及管 控要求。 ②与, 排放至容桂第二污水处理厂。生产废气收集后经“两级活性炭吸附”处理后 引至高空排放，不产生和排放有毒有害大气污染物项目，符合环境准入及管 控要求。 ②与,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,废处理方式资质佐证材料 项目建立危险废物台账， 定期将危险废物交给有 资质的单位处理，整理危 废处理合同、转移联单等 资料 符合 4.《佛山市顺德区生态,废处理方式资质佐证材料 项目建立危险废物台账， 定期将危险废物交给有 资质的单位处理，整理危 废处理合同、转移联单等 资料 符合 4.《佛山市顺德区生态,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,水应执行《城镇污水处 理厂污染物排放标准》（GB18918-2002） 一级 A 标准及《广东省水污染物排放限 值》（DB44/26-2001）的较严值,水应执行《城镇污水处 理厂污染物排放标准》（GB18918-2002） 一级 A 标准及《广东省水污染物排放限 值》（DB44/26-2001）的较严值,关键词已对应，待人工核验数值与字段归属,,
104_佛山市邦博恩智能科技有限公司新建项目_01_报批稿或报告表,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 30 五、环境保护措施监督检查清单 ...............................................,.......... 30 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 1 — 一、建设项目基本情况 建设项目名称 佛山市加合新材料有限公司新建项目 项目代码 无 建设单位联系人 赖俊华 联系方式 18042876819 , 1 — 一、建设项目基本情况 建设项目名称 佛山市加合新材料有限公司新建项目 项目代码 无 建设单位联系人 赖俊华 联系方式 18042876819 ,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,产品与产量,主要产品、产品名称、年产,主要产品、产品名称、年产,间南部，建筑面积约 5m2 2、主要产品及产能 表 2-2 项目主要产品产量表 序号 主要产品名称 单位 年产量 备注 1 塑料颗粒 吨/年 720.1,间南部，建筑面积约 5m2 2、主要产品及产能 表 2-2 项目主要产品产量表 序号 主要产品名称 单位 年产量 备注 1 塑料颗粒 吨/年 720.1,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,原辅材料,原辅材料、原料名称、辅料,原辅材料、原料名称、辅料,罐、 储库、料仓中。 项目使用的原辅材料 PVC 树脂粉、聚乙烯蜡、甲基 丙烯酸甲酯-丙烯酸丁酯聚合物、色粉均为粉状物料， 均使用密闭包装袋包装储存在厂,罐、 储库、料仓中。 项目使用的原辅材料 PVC 树脂粉、聚乙烯蜡、甲基 丙烯酸甲酯-丙烯酸丁酯聚合物、色粉均为粉状物料， 均使用密闭包装袋包装储存在厂,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,备及设施详见下表： 表 2-3 主要生产设备一览表 序 号 设备 规格参数 数量 单位 工艺 位置 1 混料机 / 5 台 混料 混料室 2 水冷挤出线,备及设施详见下表： 表 2-3 主要生产设备一览表 序 号 设备 规格参数 数量 单位 工艺 位置 1 混料机 / 5 台 混料 混料室 2 水冷挤出线,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,中禁止和许可事项；项目生产产品、生产工艺和生产设备均不属于《产业结构调整指导目录（2024 年本）》 （国家发展和改革委员会令第 7 号，2024 年 ,中禁止和许可事项；项目生产产品、生产工艺和生产设备均不属于《产业结构调整指导目录（2024 年本）》 （国家发展和改革委员会令第 7 号，2024 年 ,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,......59 建设项目污染物排放量汇总表 附图 1 项目地理位置图 附图 2 大气环境保护目标分布图 附图 3 声环境保护目标分布图 附图 4 项目,......59 建设项目污染物排放量汇总表 附图 1 项目地理位置图 附图 2 大气环境保护目标分布图 附图 3 声环境保护目标分布图 附图 4 项目,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,部气体收集，废气排至 VOCs 废气收集处理系统。 粉状、粒状 VOCs 物料采用气力输送方式或采用密闭固体投料器等给料 方式密闭投加；无法密闭投加的，,部气体收集，废气排至 VOCs 废气收集处理系统。 粉状、粒状 VOCs 物料采用气力输送方式或采用密闭固体投料器等给料 方式密闭投加；无法密闭投加的，,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,贮存危废间，定 期交由有相应类型危险废物处理资质的单位收集处 理。 符合 2.《重点行业挥发性有机物综合治理方案》（环大气[2019]53 号） 2.1,贮存危废间，定 期交由有相应类型危险废物处理资质的单位收集处 理。 符合 2.《重点行业挥发性有机物综合治理方案》（环大气[2019]53 号） 2.1,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,印发《顺德区重点行业挥发性有机物总量指标管理工作方案（2024 年修订）》的通知 — 4 — 3.1 全区建设项目新增 VOCs 排放量施行“减二增一”,印发《顺德区重点行业挥发性有机物总量指标管理工作方案（2024 年修订）》的通知 第8页 — 4 — 3.1 全区建设项目新增 VOCs 排放量施行“减,关键词已对应，待人工核验数值与字段归属,,
105_佛山市加合新材料有限公司新建项目_01_报批稿或报告表,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,...........30 五、环境保护措施监督检查清单................................................,...........30 五、环境保护措施监督检查清单................................................,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资,声明 1 一、建设项目基本情况 建设项目名称 思邦自行车配件（佛山）有限公司改扩建项目 项目代码 无 建设单位联系人 潘** 联系方式 1353447*,5页 1 一、建设项目基本情况 建设项目名称 思邦自行车配件（佛山）有限公司改扩建项目 项目代码 无 建设单位联系人 潘** 联系方式 1353447*,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,产品与产量,产品名称、年产,产品名称、年产,238545001Z，批准规模是年产自行车灯148万个、自行车配件160 万件，批准设备包括注塑机4台、装配台40位、高周波塑料溶胶机2台、超声波 焊接,238545001Z，批准规模是年产自行车灯148万个、自行车配件160 万件，批准设备包括注塑机4台、装配台40位、高周波塑料溶胶机2台、超声波 焊接,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、原料名称,主要原辅材料、原辅材料、原料名称,、原油加工等项目。项目生产使用的原辅材料为低挥发性物 质，不属于新建生产和使用高挥发性有机物原辅材料的项目，符合区域布局管控 要求。 2）能源资源利用要,、原油加工等项目。项目生产使用的原辅材料为低挥发性物 质，不属于新建生产和使用高挥发性有机物原辅材料的项目，符合区域布局管控 要求。 2）能源资源利用要,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,生产设备,主要生产设备、生产设施、设备一览,主要生产设备、生产设施、设备一览,要设备见下表： 表 2.7 项目主要生产设备一览表 序 号 名称 单 位 现有 项目 变化 改扩建 后项目 型号、功率 使用 工序 所在车 间位置 1 ,要设备见下表： 表 2.7 项目主要生产设备一览表 序 号 名称 单 位 现有 项目 变化 改扩建 后项目 型号、功率 使用 工序 所在车 间位置 1 ,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,代，加快涉 VOCs 重点行业的生产工艺 升级改造，推行自动化生产工艺，对达不到要 求的 VOCs 收集及治理设施进行整治提升，逐 步淘汰低效 VOCs,代，加快涉 VOCs 重点行业的生产工艺 升级改造，推行自动化生产工艺，对达不到要 求的 VOCs 收集及治理设施进行整治提升，逐 步淘汰低效 VOCs,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,有机废气的工序均配套有收集设施，收集效率约50%， 经配套治理设备治理后引至排气筒达标排放。通过废气收集和处理措施能减少项 目的挥发性有机物无组织排放；,有机废气的工序均配套有收集设施，收集效率约50%， 经配套治理设备治理后引至排气筒达标排放。通过废气收集和处理措施能减少项 目的挥发性有机物无组织排放；,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,0%， 经配套治理设备治理后引至排气筒达标排放。通过废气收集和处理措施能减少项 目的挥发性有机物无组织排放；项目生活污水经处理达标后排放至大门污水处理 ,0%， 经配套治理设备治理后引至排气筒达标排放。通过废气收集和处理措施能减少项 目的挥发性有机物无组织排放；项目生活污水经处理达标后排放至大门污水处理 ,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物,危险废物、固体废物,园区环境风险防控区域。项目产生的危险废物拟定 期委托有资质的处置公司进行收集处理，并通过信息系统登记转移计划和电子转 移联单，符合危险废物全过程跟踪管理,园区环境风险防控区域。项目产生的危险废物拟定 期委托有资质的处置公司进行收集处理，并通过信息系统登记转移计划和电子转 移联单，符合危险废物全过程跟踪管理,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,有机物实行区域内两倍削减量替代，总量指标 由镇街分配；项目所有产生有机废气的工序均配套有收集设施，收集效率约50%， 经配套治理设备治理后引至排气筒达标,有机物实行区域内两倍削减量替代，总量指标 由镇街分配；项目所有产生有机废气的工序均配套有收集设施，收集效率约50%， 经配套治理设备治理后引至排气筒达标,关键词已对应，待人工核验数值与字段归属,,
106_思邦自行车配件（佛山）有限公司改扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 35 五、环境保护措施监督检查清单 ...............................................,.......... 35 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 1 — 一、建设项目基本情况 建设项目名称 佛山市顺德区凯和电器有限公司迁扩建项目 项目代码 无 建设单位联系人 黄柯斯 联系方式 158******, 1 — 一、建设项目基本情况 建设项目名称 佛山市顺德区凯和电器有限公司迁扩建项目 项目代码 无 建设单位联系人 黄柯斯 联系方式 158******,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,产品与产量,主要产品、产品名称、年产,主要产品、产品名称、年产,得《佛山市顺德区凯和电器有限公司年产塑料配件 200 吨搬迁项目》的环评批复（批 复号：（顺管（勒）环审[2018]第 164 号）及建设项目环境影响报,得《佛山市顺德区凯和电器有限公司年产塑料配件 200 吨搬迁项目》的环评批复（批 复号：（顺管（勒）环审[2018]第 164 号）及建设项目环境影响报,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,原辅材料,主要原辅材料、原辅材料、原料名称,主要原辅材料、原辅材料、原料名称,BS 塑料均为低 VOCs 含量原辅材料，因此项目符合 区域布局管控要求。 （2）能源资源利用要求 项目属于 C2929 塑料零件及其他塑料制品制造，不,BS 塑料均为低 VOCs 含量原辅材料，因此项目符合 区域布局管控要求。 （2）能源资源利用要求 项目属于 C2929 塑料零件及其他塑料制品制造，不,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,生产设备,主要生产设备、生产设施,主要生产设备、生产设施,度不高于相应 的排放限值；车间或生产设施排气中 NMHC 初始排放速率≥3kg/h 时，建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排,度不高于相应 的排放限值；车间或生产设施排气中 NMHC 初始排放速率≥3kg/h 时，建设 VOCs 处理设施且处理效率≥80%；b） 厂区内无组织排,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节, 5.4 VOCs 治理设施应与生产工艺设备同步 运行，VOCs 治理设施发生故障或检修 时，对应的生产工艺设备应停止运行， 待检修完毕后同步投入使用；, 5.4 VOCs 治理设施应与生产工艺设备同步 运行，VOCs 治理设施发生故障或检修 时，对应的生产工艺设备应停止运行， 待检修完毕后同步投入使用；,关键词已对应，待人工核验数值与字段归属,,
107_佛山市顺德区凯和电器有限公司迁扩建项目_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,..... 43 建设项目污染物排放量汇总表 附图 1 项目地理位置图 附图 2 环境大气环境保护目标分布图 附图 3 项目平布置图 附图 4 项目四至,..... 43 建设项目污染物排放量汇总表 附图 1 项目地理位置图 附图 2 环境大气环境保护目标分布图 附图 3 项目平布置图 附图 4 项目四至,关键词已对应，待人工核验数值与字段归属,,
